file_id,url,title,name,class,order,family,describe,feature,size,habitat,inner,outer,level,others
077-海马,http://localhost:8000/info/static/animals/077-海马.txt,《海马》,海马,硬骨鱼纲,刺鱼目,海龙科,背鳍16―17；臀鳍4；胸鳍11―12。体环11+39。体长4．6―92．5毫米。体长为体高5．1一10．5倍，为头长4．2―7．8倍。头长为吻长2．4―2．9倍，为眼径5．5―6．1倍，为眼间隔5．5―7．7倍。体侧扁，腹部凸出。尾部四棱形，以后渐细。头侧扁，和体轴成直角。吻很短，不及眼径的2倍。眼中等大，侧上位。鼻孔很小，紧位于两眼的前缘。口小，前位。小冠隆起不高，上无小突起。鳃盖骨凸出。鳃孔很小，位于鳃盖后上方。背鳍一个，无鳍棘，位于最后二体环及第一尾环上。臀鳍极小，紧位于肛门后。胸鳍短，位于鳃盖后方。无腹鳍及尾鳍。体灰褐色。,为近海习见小鱼，作直立游泳，能用尾部郧，握附海藻等上,体长4．6―92．5毫米,,各海区,,濒危,中医作药用
078-座头鲸,http://localhost:8000/info/static/animals/078-座头鲸.txt,《座头鲸》,座头鲸,哺乳纲,鲸目,须鲸科,体重25~35吨。背鳍较小，鳍肢长约为体长的1/3，为鲸类中长“脚”者；鳍肢前缘具不规则的瘤状突起；尾鳍宽大，外缘呈不规则钳齿状；脸面褶沟较少，约14~35条；背部黑色，有斑纹；鳍肢上方白色，尾鳍腹面白色，边缘黑色。口大，进食时上下颌间的特殊韧带可使口张开至90度。鲸须每侧270~400片，须板和须毛皆黑灰色。,多成对活动，性情温顺；每年进行有规律的南北洄游。主食小甲壳类和小型鱼类。冬季繁殖，雌兽每2年生育1次，孕期约10个月，每胎产1仔；寿命为60~70年。,成体体长12~15 m，雌性较雄性略大，最大记录雌性18 m，,太平洋、大西洋及世界其它各海洋。,黄海，东海，福建，南海，广东，海南，台湾,,,
079-沙漠蝗,http://localhost:8000/info/static/animals/079-沙漠蝗.txt,《沙漠蝗》,沙漠蝗,直翅目,蝗总科,,雄性 体型粗大。头短于前胸背板。颜面侧观近垂直或略后倾，颜面隆起在中单眼之上的宽度较中单眼之下为宽，两侧缘不平行。头顶短，略凹陷。复眼大，卵形。触角到达或超过前胸背板的后缘。前胸背板沟前区在群居型甚缩狭，具小刻点，中隆线不明显，后缘呈宽圆形；而散居型沟前区略缩狭具粗刻点，中隆线明显，后缘近90°，略圆。前胸腹板突圆锥状，直或微后倾。中胸腹板侧叶狭长，后角明显向内突出成锐角；侧叶间之中隔呈梯形，中隔的长度明显大于其最狭处。后胸腹板侧叶略分开或毗连。前、后翅狭长，明显超过后足股节的端部，长约为宽的5～5．5倍。后足股节很细长，股节的长度5～5．6倍于其宽度。后足胫节无外端刺，外缘具刺9～10个，内缘具刺10～11个。肛上板长三角形，侧缘呈波浪状弯曲，后角明显突出。尾须从侧面观，基部宽，端部略缩狭，到达肛上板的顶端。下生殖板短锥状，顶端具三角形凹口，呈两叶片状。雌性 近似雄性。产卵瓣 短，较尖，上产卵瓣 的上外缘具细齿。体色：群居型体呈淡玫瑰色，逐渐过渡为褐红色，性成熟期呈鲜黄色；散居型淡灰色，性成熟期呈灰黄色或灰色。头部白头顶到后头具明显的淡色条纹，此条纹延伸到前胸背板的后缘。前胸背板两侧具暗色纵条纹。前翅具许多黑褐色斑点，后翅淡色。后足股节内侧黄色，上膝侧片褐色，下膝侧片黄色，后足股节黄色。,以成虫越冬，有群居和散居两种类型，严重危害各种栽培作物，如棉花，苜蓿，各种豆麦、小麦、大麦、玉米、亚麻、烟草、番茄、马铃薯、瓜类(甜瓜、西瓜、黄瓜等)。野生植物中特别喜食一种骆驼刺和其他唇形花科以及野生和栽培的木本植物，如葡萄、伏牛花、杏树，西洋樱属、扁桃、桑树、柑橘、海枣，无花果，石榴、木瓜和其他树木。(Mistshenko，1952)沙漠蝗的自然天敌有：寄生蝇、拟麻蝇、食虫虻、胡蜂、蚂蚁以及螳螂、蜘蛛、蜥蜴、燕雀类、乌鸦、蛇、蛙、蟾蜍等(Mistshenko．1952)。,体长：♂45．8～55．3mm，♀50．7～61．0mm；前胸背板：♂7．3～10．5mm，♀9．4～12．4mm；前翅：♂44．6～60．5mm，♀52．9～63．8mm；后足股节：♂20．7～24．5mm，♀21．8～31．6mm。,,云南，西藏,印度，巴基斯坦，阿富汗，斯里兰卡，前苏联，非洲,,
080-长吻海蛇,http://localhost:8000/info/static/animals/080-长吻海蛇.txt,《长吻海蛇》,长吻海蛇,爬行纲,有鳞目 蛇亚目,,鉴别特征 头狭长，吻长；体短而极侧扁；体背棕黑色，腹土黄色，二色在体侧截然分开。描述依据标本 山东青岛1雌，福建连江、平潭2雌，广东甲子与海南莺歌海15雄8雌1幼，共15雄11雌1幼。形态描述 体短，极侧扁。。头背黑色，可有黄斑，唇缘黄色；体背棕黑色或黑色，腹土黄色，二色在体侧截然分开；尾端全黑，尾部可有5―10块黑斑，黑斑或相连呈波状斑纹，或不规则。头长而窄，明显地大于宽，吻长；体极侧扁；体最大直径不到颈径的2倍。眶前鳞1，偶为2；眶后鳞2，偶为1；前颞鳞2―3，偶为4，后颞鳞3 (4)，偶为2；上唇鳞8―9，偶为7，10，11，3（4）― 1― 4（5）式，第2枚上唇鳞与前额鳞相切，有7号标本的上唇鳞不入眶，其第4、5枚上唇鳞位于眼正下方，其间隔以眶下鳞；下唇鳞10―13，多数11―12，第5―6枚较大。颔片3对，左右间隔一列小鳞，第三对颔片常不显。颈部体鳞雄性34―50行，中段43―50行，肛前34―52行；雌性颈部40―52行，中段41―63行，肛前39―48行，六角形或近方形，镶嵌排列。背部体鳞平滑，体侧者具一短棱，最下几行体鳞具2―3个小短棱，成年雄性棱较强；腹鳞基本清晰，一般具一纵沟，有的腹鳞分化不明显，与体鳞不易区别，雄性腹鳞306―431，平均342，尾下鳞41―64，平均54，雌性腹鳞293―426，平均367，尾下鳞51―66，平均56，肛前鳞大小适中。1973年青岛水族馆于馆前海滩上捕获一条雌性标本，全长〔714(644+70)〕mm。 1973 年10月于海南莺歌海捕获一号幼体标本，全长〔250 (220+30)〕mm，色彩鲜明，在肛前53―57鳞处有“脐孔”。,吃各种小型鱼类，也吃甲壳动物。能远离海岸，是典型的生活于大洋区的种类。解剖春末夏初采于广东甲子渔港的雌、雄标本。见雌性标本743065号左侧卵巢有卵三枚，卵径（mm）26.5×11，28×11，14×9，右侧二枚，卵径（mm）22×10，28×110 743051号左侧卵巢有卵一枚，卵径23mm×l lmm，右侧四枚，卵径（mm）分别为23×12，23×11，24×11，27×11。雄性标本743052号左侧精巢（mm) 23×3，右侧35×3；743053号左侧18×2，右侧14×3，均细长，灰白色。,一般全长700mm左右。最大全长雄性〔668 (605+63)〕mm（广东甲子），雌性〔778 (680+98)〕mm（广东甲子）,,浙江，福建，台湾，山东，广东，海南,印度洋，太平洋，非洲，日本，澳大利亚，塔斯马尼亚,,可浸制药酒。
081-塔里木兔,http://localhost:8000/info/static/animals/081-塔里木兔.txt,《塔里木兔》,塔里木兔,哺乳纲,兔形目,兔科,塔里木兔（Lepus yarkandensis）又叫南疆兔、莎车兔。体形较小，毛色较浅[1]，耳朵较大，耳尖不呈黑色，是它与雪兔最明显的区别。整体毛色与栖息环境非常接近；听觉器官非常发达，耳长达10厘米，超过其他兔类。,塔里木兔又叫南疆兔、莎车兔，体形较小，毛色较浅，体长为29~43厘米，尾长6~11厘米，体重1.2~1.6千克。利用长耳壳可接收到较远距离的微弱音响，及时发现并逃脱天敌。体毛短而直[2]，冬季的毛色非常浅，从头部、背部至尾巴的背面均为浅沙棕色。夏季背部为沙褐色，杂以灰黑色的细斑，体侧为沙黄色，颏、喉及腹部为白色。头部和颜面的颜色与背部相同，两颊较为浅淡，眼周色深，呈深沙褐色。颈部下面有沙黄色的横带。尾巴的背面的颜色与背部相同，腹面呈白色。冬季的毛色非常浅，从头部、背部至尾巴的背面均为浅沙棕色。雌兽有3对乳头，2对在胸部，1对在腹部。,体长为29~43厘米,塔里木兔是塔里木盆地的特有种，也是塔里木古陆块的残存种类,新疆,,易危,保护措施：现有保护措施1988年中国政府公布的《国家重点保护野生动物名录》已将塔里木兔划为Ⅱ级保护动物。保护措施建议 野免皮是当地土产之一，每年冬季在产区可见到被猎杀的野兔在市场上出售。由于塔里木兔系中国特有种，分布范围有限，又具有一定的科研价值，因此，应对其种群现状及生态生物学问题进行调查研究，为今后的科学管理与合理利用提供理论依据。
082-椰子狸,http://localhost:8000/info/static/animals/082-椰子狸.txt,《椰子狸》,椰子狸,哺乳纲,袋狸目,,体型略似小灵猫，但较细长，体重一般约2-3kg。吻较短，尾较长，约等于或大于体长。体背有5条显著的黑色纵条纹，体侧有黑斑点，故有花果狸的别称。肛门腺不如小灵猫的发达。头颈和尾部大都为黑褐色，头部有额、吻、眼等斑纹，白色或黑褐色，斑点大小，色泽深浅随不同亚种或个体年龄有差异，从鼻端到后头有一条白色纵纹。体背除纵纹外，余多为棕黄色，腹部浅黄，足与尾同色，尾不具大小灵猫那样的圈纹。,为热带地区较典型的林栖动物之一。常与果子狸、鼯鼠、巨松鼠、长臂猿等在同一环境中栖息。在藤葛攀附的深山密林，长年有多种野果，又有古木树洞等荫蔽条件，便是它所喜好的栖息地。深居简出，喜游荡憩息于山野或有茂密枝桠的横木上，很少到村落居民区或农耕区。主要晚上活动，冬时偶也日间出没，多在树上憩息或攀爬，是灵猫科中较好适应树栖的一种。多住树洞，主食野果。,,,海南，广西，四川，贵州，广东，云南,南亚，东南亚,,
083-狐红切叶蜂,http://localhost:8000/info/static/animals/083-狐红切叶蜂.txt,《狐红切叶蜂》,狐红切叶蜂,昆虫纲,膜翅目,切叶蜂科,雌：13．5 mm。体黑色，密被狐红色毛。上颚4齿，表面具大的光滑脊；唇基端缘直，表面刻点密，中央稀；颊刻点较唇基小而密。翅浅黄色；翅基片及翅脉均黄褐色；距黄褐色。颜面及颊密被黑毛；胸部密被狐红色长毛；腹部第1～4节背板被狐红色长毛，尤以端半部密，形成第1～4节宽毛带；第5节背板被黑褐色较短的毛；腹毛刷狐红色；足毛黑色，仅基跗节内侧被狐红色硬毛。,,雌：13．5 mm。,,内蒙古,,,
084-镇海棘螈,http://localhost:8000/info/static/animals/084-镇海棘螈.txt,《镇海棘螈》,镇海棘螈,两栖纲,有尾目,蝾螈科,镇海棘螈（学名：Echinotriton chinhaiensis）为蝾螈科棘螈属的两栖动物，是中国的特有物种，无亚种。分布于浙江等地，一般栖息于沿海丘陵地区山脚旁以及阴暗潮湿土质松软的泥土或石隙中。其生存的海拔范围为100至200米。该物种的模式产地在浙江镇海城湾。,镇海棘螈，雄螈全长109毫米～139毫米，雌螈124毫米～151毫米。背和体侧均呈黑色，有蜡光，腹部朱红色，有不规则的黑斑，头部大，头两侧脊棱不发达，无唇褶，嘴角后方有三角形突起，犁骨齿列“＾”形。四肢细长，指4，趾5。尾侧扁、短弱，显著短于头体长。镇海棘螈身体扁而宽，皮肤粗糙，全身布满大小不一的突粒。这些突粒看似平常，其实是腺体，主要作用是湿润皮肤，再就是分泌性激素，吸引异性。除口部、耳部、尾腹部呈桔红色外，通体均为棕黑色。 [1-2]  颈褶不显，体背面满布大小疣粒左右体色棕黑，仅嘴角的侧突、趾和趾端、尾腹鳍褶为橘黄色。,雄螈全长109毫米～139毫米，雌螈124毫米～151毫米,镇海棘螈生活于海拔100-200米的丘陵地区，常年在溪流边栖息。[1-2]所在环境植被茂密，永久性水塘较多，附近有石穴和土洞。,浙江,,极危,蔡春抹和费梁采到标本后，在1984年以瑞岩寺附近标本指定了新模，并进行了详细地描述，研究结果印证了对镇海棘螈属于棘螈属的推测。鉴于镇海棘螈分布区狭窄，文献记载50年间共计发现50尾，经科学院专家提议，经过中国科学院成都生物研究所等科研单位专家的长期观测，发现镇海棘螈其种群数量比大熊猫还少，但就物种的存在价值和它在动物演化中的研究意义则是相同的。棘螈属是蝾螈科中典型孓遗类群，该属现存2种，分别在中国的北仑和日本的琉球群岛，彼此相隔海域。根据两个种的外形和骨骼特征以及地理分布现状，在研究蝾螈科动物的系统发育关系、动物区系和地理区划、物种演化和形成等方面均有较大价值。
085-贵州疣螈,http://localhost:8000/info/static/animals/085-贵州疣螈.txt,《贵州疣螈》,贵州疣螈,两栖纲,有尾目,蝾螈科,贵州疣螈（学名：Tylototriton kweichowensis），两栖类动物，蝾螈科疣螈属，中国特有种。贵州疣螈体长16―21厘米，尾长6―9厘米。体形和体表色斑与细痣疣螈相似，生活在高山小流溪附近。一般夜晚取食昆虫及其他小型动物（蛞蝓、小螺、蚌和蝌蚪等）为食。主要分布在贵州，云南，国家二级重点保护动物，频危。,贵州疣螈体长16―21厘米，尾长6―9厘米。体形和体表色斑与细痣疣螈相似，但背嵴棱及体侧疣粒是红色的，体侧还具有连续的红色纵线。背脊、头后侧及指、趾端为桔红色。体长16―21厘米。体形粗壮；头部扁平、顶部有凹陷，宽略大于长；吻短，吻端钝圆，突出于下唇，头两侧有显著的骨质棱脊，吻端的联结处略有凹陷；鼻孔较小，位于吻前端，颊部略向外倾斜，眼中等大，位于头侧，口角位于眼后角后下方，犁骨齿“八”形；舌略呈长椭圆形，约占口腔底部的一半，前后端与口腔底粘连，两侧略游离。四肢粗短，前后肢几等长，前肢贴体向前时，指端可超过鼻孔，达到吻端，前后肢贴体相对时，指、趾末端相遇；指、趾端钝圆，前肢4指，指长顺序为3、2、4、1，其中1、4指几等长。后肢5趾，趾长顺序为3、4、2、5、1，基部均无蹼。尾长短于头体长，尾基椭圆形向后渐侧扁，尾中段比前后段较高；肛孔纵裂。皮肤粗糙，头背、体躯及尾部有各种大小不一的疣粒。体侧延至尾前段各有一系列略呈方形密集的瘰疣，连续隆起成纵行。腹面较光滑，细皱纹间有小疣粒。头背部及体腹部深黑褐色，吻及上下唇缘色较浅；颈后土黄色，背脊部及体两侧沿瘰疣部位有三条土黄色宽纵纹，在尾基部会合，整个尾部土黄色；体侧腋至胯部或多或少有土黄色斑纹；指趾端的背腹面生活时为桔红色。雄性第二性征表现在肛部呈丘状隆起，隆起处大而短，肛孔纵裂较长，肛裂内壁有乳头状突起。雌性肛部隆起小而高，肛裂短或略呈圆形，其内壁无乳突。卵为圆形，卵径2毫米，动物极为棕黑色，植物极为灰白色。卵胶膜白色透明，具有弹性。幼体头扁平，眼大，上唇褶发达，其两侧盖于下唇褶，背鳍褶宽，起于近头部。往体后逐渐加宽，至尾中段最宽；尾长9毫米，肋沟16条；有三对显著的外鳃，色较深，最长鳃丝达第五肋沟。头和体背面黄褐色，腹面黄白色，体背及背鳍褶上有黑褐色斑点。体长67毫米，尾长31毫米时的次成体已像成体，体背面有小疣粒，外鳃萎缩，仅留鳃迹；颈褶显著，躯干部的背鳍褶已消失，只在尾基部有之；肛部已呈隆起状；体背有三条浅黄色纵线，体躯背腹面褐色，指、趾端及尾部浅黄色。（右图册 [1-2]  ）,体长16―21厘米，尾长6―9厘米,贵州疣螈多生活在海拔1800～2300米山区的小水圹、缓流小溪流、小水塘及其附近，周围有杂草或矮灌木，溪底有淤泥或碎石细沙，水域岸边有阴湿草坡、多石缝、土洞。水中多藻类与水生植物，水深1米以下,贵州，云南,,易危,致危因素：①环境破坏及污染 乡镇企业蓬勃兴起，因烧砖或提炼铅锌矿，贵州疣螈的生存环境遭到严重破坏与污染，成螈因栖息地毁灭而丧失生存场所，卵与幼螈因环境污染而不能发育。 [3] ②人为捕捉 ：人类盲目的认为贵州疣螈可以治病，大量捕捉，导致数量减少。 [3] ③天敌 ：剖胃检查贵州当地蛇种，发现胃内容物有贵州疣螈的有王锦蛇、玉斑锦蛇、黑眉锦蛇与锈链腹链蛇等，它们以疣螈为食物，对疣螈数量造成极大威胁。 [3] 保护级别：中国国家二级保护动物。 [7] 濒危状况：中国物种红色名录：VU，IUCN红色名录：VU(2004)。 [1] 管理规定：加强宣传教育，严禁捕捉成螈。加强对乡镇企业的管理，尽量减少对环境的破坏与污染。在主要产区建立以贵州疣螈为主要保护对象的自然保护区。 [8]  地方主管部门核发驯养繁殖许可证、经营利用许可证、配额、标识。 [1]
086-秃鹫,http://localhost:8000/info/static/animals/086-秃鹫.txt,《秃鹫》,秃鹫,鸟纲,隼形目,鹰科,秃鹫（学名：Aegypius monachus）：是鸟纲、隼形目、鹰科的大型猛禽，体长108-120厘米。通体黑褐色，头裸出，仅被有短的黑褐色绒羽，后颈完全裸出无羽，颈基部被有长的黑色或淡褐白色羽簇形成的皱翎。幼鸟比成鸟体色淡，头更裸露，亦容易识别。,秃鹫体形大，是高原上体格最大的猛禽，它张开两只翅膀后翼展大约有2米多长，0.6米宽（大者可达3米以上）。成年秃鹫额至后枕被有暗褐色绒羽，后头较长而致密，羽色亦较淡，头侧、颊、耳区具稀疏的黑褐色毛状短羽，眼先被有黑褐色纤羽，后颈上部赤裸无羽，铅蓝色，颈基部具长的淡褐色至暗褐色羽簇形成的皱翎，有的皱翎缀有白色。裸露的头能非常方便地伸进尸体的腹腔；秃鹫脖子的基部长了一圈比较长的羽毛，它像人的餐巾一样，可以防止食尸时弄脏身上的羽毛。上体自背至尾上覆羽暗褐色，尾略呈楔形，暗褐色，羽轴黑色，初级飞羽黑褐色，具金属光泽，翅上覆羽和其余飞羽暗褐色。下体暗褐色，前胸密被以黑褐色毛状绒羽，两侧各具一束蓬松的矛状长羽，腹缀有淡色纵纹，肛周及尾下覆羽淡灰褐色或褐白色，覆腿羽暗褐色至黑褐色。嘴强大，由于食尸的需要，它那带钩的嘴变得十分厉害，可以轻而易举地啄破和撕开坚韧的牛皮，拖出沉重的内脏；鼻也圆形。幼鸟和成鸟基本相似，但体色较暗，头更较裸露。 [4] 虹膜褐色，嘴端黑褐色，腊膜铝蓝色，跗跖和趾灰色，爪黑色。,体长1100-1150毫米,主要栖息于低山丘陵和高山荒原与森林中的荒岩草地、山谷溪流和林缘地带，常单独活动，偶尔也成小群，特别在食物丰富的地方,新疆，青海，甘肃，宁夏，内蒙，四川,非洲，欧洲，西班牙，法国南部，罗马尼亚，巴尔干半岛，小亚细亚，阿拉伯，中亚，伊朗，阿富汗，喜马拉雅，印度，蒙古，土库曼斯坦，塔吉克斯坦，阿尔泰，西伯利亚,近危,种群现状：在世界范围 ，秃鹫的种群数量明显在减少，在欧洲不少地方，秃鹫已经消失，其全球数量估计有7，200-10，000对，大致等同于14，000-20，000成熟个体。这包括欧洲1，700-1，900对和亚洲5，500-8，000对（2004年）。在韩国的数量估计为c.50-10，000越冬（2009年）。估计大约相当于总量为21，000-30，000个。在西班牙仅有大约365对，土耳其约100对。 [8]
087-顶斑棱,http://localhost:8000/info/static/animals/087-顶斑棱.txt,《顶斑棱》,顶斑棱,硬骨鱼纲,鲟形目,科,形态背鳍I，13；臀鳍34―37；胸鳍11―12；腹鳍7。纵列鳞38―42；横列鳞10。体长为体高的3.58―3.89倍，为头长的4.04―4.51倍。头长为吻长的5.75―6.66倍，为眼径的4.33―4.8倍，为眼间隔的3.66―4.57倍。体窄长而侧扁，似梳状。头中等大，前端钝。吻短。眼侧前位。眼间隔略凸。鼻孔距眼前缘较距吻端为近。口大，口裂向后下方微倾斜。上颌长于下颌。上颌骨延长，向后几乎伸达胸鳍末端，下颌骨长仅为上颌骨长之半。两颌、犁骨、腭骨、翼骨和舌上均有小细齿。鳃盖骨光滑。鳃孔向下延至头腹面的前方。鳃孔大。假鳃不明显。鳃耙长于鳃丝，鳃耙14+16。鳃盖膜彼此连接而不与峡部相连。鳃盖条12。体被圆鳞，易脱落。鳞片上有8―12条横沟线，其中间大多数相连。背鳍的前方有一小刺。胸鳍和腹鳍的基部有腋鳞。腹缘棱鳞15+8―9。无侧线。肛门位于背鳍的下方，靠近臀鳍。背鳍起点距吻端较距尾鳍基为近。臀鳍始于背鳍的后下方，其基部较长。胸鳍向后伸达腹鳍起点，其长约等于自瞳孔中间至鳃盖后缘间距离。腹鳍始于背鳍的前下方，起点距鳃盖后缘较距臀鳍起点近，其末端向后伸至背鳍的下方。尾鳍叉形，其长短于头长。体背部青绿色。两侧和腹部银白色。头顶后方有鞍状的绿色斑。背鳍和尾鳍为淡黄色，其它各鳍为白色。,,一般体长90―100mm，长者可达140mm,生活于浅海，为小型的食用鱼，产量少。,福建，海南,菲律宾，日本，印度,,
088-黑嘴松鸡,http://localhost:8000/info/static/animals/088-黑嘴松鸡.txt,《黑嘴松鸡》,黑嘴松鸡,鸟纲,鸡形目,松鸡科,黑嘴松鸡，是松鸡科松鸡属动物,黑嘴松鸡体长47-95厘米，体重1750-4000克。雄鸟和雌鸟的嘴、脚和趾都是黑色，虹膜是肉桂色，但羽色差别较大。雄鸟的羽色是黑褐色，头、颈部都有青紫色的金属光泽，胸部则闪着绿色的光辉，肩、翼上有大块白斑。黑色的尾羽呈楔状，末端镶了个白色的边儿，很有特色。雌鸟的羽毛大多是锈棕色，上面杂有黑褐色的横斑和灰白色的羽缘，并闪烁着蓝色的光泽。雌雄鸡两性的肩、翅、下腹和尾的上、下覆羽上都有白色的端斑。 [2] 体型似家鸡。雄性在头颈部有青紫色闪光。肩部、初级飞羽，以及翅和尾上的一些覆羽尖端部分为鲜白色；尾长大，其长度略短于翅长，外形似楔状；下体黑褐色，杂以白斑，尾下覆羽的尖端有宽达2-2.5厘米的白色端斑。雌性上体大致为棕色，但具黑褐色闪蓝光的横纹，在头顶上又常形成圆点状；尾及尾上覆羽黑褐色，有红棕色细纹；翅及尾上的覆羽也有白色端斑。两性的嘴均黑褐色。脚与趾黑色。在两眼的上方有红色裸皮。,体长860-910毫米,黑嘴松鸡是典型的针叶林鸟类，大多在海拔500米左右的低山丘陵的落叶松、冷杉、云杉、樟子松和红松等针叶林的林中空地、林缘和河谷地带活动，尤其是林下草本植物、幼树和灌木较好的地带，但不喜欢特别茂密的林地，也不在阔叶林中,东北，辽宁，河北,蒙古，俄罗斯联邦,无危,种群现状：黑嘴松鸡在中国境内的两个主要栖息地，小兴安岭和阿尔山地区的种群也已处于灭绝的边缘，河北也不再能见到越冬的个体。即使是种群数量最多的大兴安岭地区，下降的速度也非常之快，由于1987年5-6月发生了历史上罕见的特大森林火灾，烧毁了大片原始森林，过火总面积达133万平方米，使黑嘴松鸡的种群密度急剧下降，处境非常严峻。黑嘴松鸡繁殖期较早，5月初大兴安岭冰雪刚刚融化，它已开始筑巢产卵，以孵化率很低。据调查，在得到3窝共计23枚卵中，仅孵出了3只雏鸡。卵受精较低，16枚卵中受精卵仅3枚。孵化率低可能与产卵和孵卵时气温较低有关，此不时下雪，地表刚融化，地下5厘米以下仍未解冻，夜间温度较低（-6至-1℃）。森林不断被砍伐，使其赖以生存的栖息环境遭到破坏以及乱捕滥猎，是使其致危的主要因素。 [1]
089-花貂祝蛾,http://localhost:8000/info/static/animals/089-花貂祝蛾.txt,《花貂祝蛾》,花貂祝蛾,,,,触角黄白色。下唇须内侧黄白色，外侧浅黄褐色。头部灰白色，肩板和胸部浅蓝紫色。前翅灰褐色，但基部2／5浅紫色，其外缘白色；中室端斑小，紫褐色，外横线较明显，白色；缘毛褐色，基线灰白色。后翅灰褐色，缘毛浅灰色。♀外生殖器(图版XXVI-9) 表皮突短，第8腹板后缘具方形的深缺刻，导管端片明显，囊导管长，简单，囊体大，囊突桃形，横置，中央有一条宽横槽，周缘具细锯齿。,本种色浅而翅基部具宽大的花纹可与本属已知各种相区别。翅展16―17mm。触角黄白色。下唇须内侧黄白色，外侧浅黄褐色。头部灰白色，肩板和胸部浅蓝紫色。前翅灰褐色，但基部2／5浅紫色，其外缘白色；中室端斑小，紫褐色，外横线较明显，白色；缘毛褐色，基线灰白色。后翅灰褐色，缘毛浅灰色。,翅展16―17mm,,四川,,,
090-棕熊,http://localhost:8000/info/static/animals/090-棕熊.txt,《棕熊》,棕熊,哺乳纲,食肉目,熊科,体形大，体长约1．8米一2米，肩高1米。体重达200公斤左右。尾短，头圆而宽，吻长，肩部隆起，四肢粗壮具5趾。前足爪较后足爪长。前肢腕部肉垫细小，后肢部肉垫宽厚，并在其内侧具有距毛。全身为棕黑色，头部较浅，稍带褐色。腹面毛色比背部浅暗。四肢黑色。有些幼兽有一白色环自胸部向上延伸至颈背。,有冬季睡眠习性，冬季睡眠期由10月至翌年春天，在这期间偶亦见其活动。食性杂，多以野菜及野果、植物幼嫩部分为食。最爱食蜂蜜，亦食鸟、小兽及昆虫。多在白天活动，视觉弱，嗅觉灵敏，能爬树和游泳。除夏季配偶期外，雌雄各自独居。每胎产仔1―2只，妊娠期约半年左右,体长约1．8米一2米,栖于森林，夏天喜在高山密林中活动。,黑龙江，吉林，内蒙，山西，河北，陕西，四川，新疆，青海，甘肃,,濒危,
